counter_id,counter,daily_range_high,daily_range_low,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time
10406,ILLOVO,1121.45,1121.44,1121.44,0.0,1121.44,1121.45,405.0,21.0,1.87,3.33,30.04,7.93,800092.21,26630.0,713444391.0,2023-10-04,15:14:29
10407,MPICO,15.0,15.0,15.0,0.0,15.0,15.0,566926.0,0.36,2.4,16.61,6.02,0.66,34470.71,5726.44,2298047460.0,2023-10-04,15:14:29
10408,NBM,,,2101.13,2102.0,2101.48,2101.48,0.0,70.67,3.36,4.84,20.67,5.7,981247.71,47474.0,466931738.0,2023-10-04,15:14:29
10409,NBS,108.0,108.0,0.0,109.5,108.15,108.0,2602886.0,3.3,3.06,6.01,16.63,8.47,314341.92,18905.0,2910573356.0,2023-10-04,15:14:29
10410,NICO,160.0,160.0,0.0,160.0,160.0,160.0,13477.0,6.0,3.75,11.94,8.38,2.55,166886.58,19925.0,1043041096.0,2023-10-04,15:14:29
10411,NITL,,,0.0,402.0,401.55,401.55,0.0,3.15,0.78,12.9,7.75,2.26,54209.25,6993.54,135000000.0,2023-10-04,15:14:29
10412,OMU,,,,,1050.0,1050.0,0.0,43.73,4.16,8.4,11.91,1.3,14171.53,1190.04,13496693.0,2023-10-04,15:14:29
10413,PCL,,,2200.0,2500.0,2500.0,2500.0,0.0,36.0,1.44,4.53,22.07,1.41,300639.55,13624.0,120255820.0,2023-10-04,15:14:29
10414,STANDARD,,,2900.01,0.0,2800.01,2800.01,0.0,85.23,3.04,5.97,16.76,4.44,657073.2,39202.0,234668162.0,2023-10-04,15:14:29
10415,SUNBIRD,,,191.04,0.0,191.03,191.03,0.0,2.0,1.05,6.1,16.38,1.63,49970.12,3050.5,261582580.0,2023-10-04,15:14:29
10416,TNM,29.87,29.85,25.5,29.85,29.87,29.85,8961.0,0.0,0.0,-0.59,-170.29,6.44,299707.43,-1760.0,10040450000.0,2023-10-04,15:14:29
10417,AIRTEL,100.0,100.0,90.0,100.0,100.0,100.0,15268.0,2.5,2.5,3.36,29.79,29.1,1100000.0,36925.31,11000000000.0,2023-10-05,14:39:43
10418,BHL,,,0.0,10.06,10.06,10.06,0.0,0.0,0.0,-1.61,-62.16,1.24,8447.89,-135.91,839750705.0,2023-10-05,14:39:43
10419,FDHB,70.0,69.99,0.0,69.99,70.0,69.99,320926.0,2.19,3.13,4.75,21.06,11.54,483003.18,22931.78,6901031250.0,2023-10-05,14:39:43
10420,FMBCH,415.03,380.0,0.0,380.0,415.03,380.81,108232.0,5.03,1.32,4.01,24.91,7.13,936126.18,37581.97,2458250000.0,2023-10-05,14:39:43
10421,ICON,,,0.0,18.0,18.0,18.0,0.0,0.25,1.39,13.89,7.2,1.17,120240.0,16706.11,6680000000.0,2023-10-05,14:39:43
10422,ILLOVO,1121.44,1121.44,1121.44,0.0,1121.45,1121.44,200.0,21.0,1.87,3.33,30.04,7.93,800085.08,26630.0,713444391.0,2023-10-05,14:39:43
10423,MPICO,,,15.0,0.0,15.0,15.0,0.0,0.36,2.4,16.61,6.02,0.66,34470.71,5726.44,2298047460.0,2023-10-05,14:39:43
10424,NBM,2102.0,2102.0,2102.0,0.0,2101.48,2102.0,1649.0,70.67,3.36,4.84,20.67,5.7,981490.51,47474.0,466931738.0,2023-10-05,14:39:43
10425,NBS,108.0,108.0,0.0,108.0,108.0,108.0,32901.0,3.3,3.06,6.01,16.63,8.47,314341.92,18905.0,2910573356.0,2023-10-05,14:39:43
10426,NICO,160.0,159.99,0.0,159.99,160.0,159.99,269619.0,6.0,3.75,11.94,8.38,2.55,166876.14,19925.0,1043041096.0,2023-10-05,14:39:43
10427,NITL,402.0,402.0,0.0,402.0,401.55,402.0,2600.0,3.15,0.78,12.89,7.76,2.26,54270.0,6993.54,135000000.0,2023-10-05,14:39:43
10428,OMU,,,,,1050.0,1050.0,0.0,43.73,4.16,8.4,11.91,1.3,14171.53,1190.04,13496693.0,2023-10-05,14:39:43
10429,PCL,2500.0,2500.0,2200.0,2500.0,2500.0,2500.0,502.0,36.0,1.44,4.53,22.07,1.41,300639.55,13624.0,120255820.0,2023-10-05,14:39:43
10430,STANDARD,2900.2,2900.2,2950.0,0.0,2800.01,2900.2,15000.0,85.23,2.94,5.76,17.36,4.6,680584.6,39202.0,234668162.0,2023-10-05,14:39:43
10431,SUNBIRD,,,191.04,0.0,191.03,191.03,0.0,2.0,1.05,6.1,16.38,1.63,49970.12,3050.5,261582580.0,2023-10-05,14:39:43
10432,TNM,29.84,29.84,25.5,29.84,29.85,29.84,19845.0,0.0,0.0,-0.59,-170.23,6.44,299607.03,-1760.0,10040450000.0,2023-10-05,14:39:43
10433,AIRTEL,100.0,99.99,0.0,99.99,100.0,99.99,79061.0,2.5,2.5,3.36,29.79,29.09,1099890.0,36925.31,11000000000.0,2023-10-06,14:35:18
10434,BHL,,,0.0,10.06,10.06,10.06,0.0,0.0,0.0,-1.61,-62.16,1.24,8447.89,-135.91,839750705.0,2023-10-06,14:35:18
10435,FDHB,69.0,69.0,0.0,69.0,69.99,69.0,27245.0,2.19,3.17,4.82,20.76,11.38,476171.16,22931.78,6901031250.0,2023-10-06,14:35:18
10436,FMBCH,330.0,330.0,0.0,330.0,380.81,330.0,77700.0,5.03,1.52,4.63,21.59,6.18,811222.5,37581.97,2458250000.0,2023-10-06,14:35:18
10437,ICON,18.0,18.0,0.0,18.0,18.0,18.0,72.0,0.25,1.39,13.89,7.2,1.17,120240.0,16706.11,6680000000.0,2023-10-06,14:35:18
10438,ILLOVO,1121.44,1121.44,1121.44,0.0,1121.44,1121.44,1500.0,21.0,1.87,3.33,30.04,7.93,800085.08,26630.0,713444391.0,2023-10-06,14:35:18
10439,MPICO,,,15.0,0.0,15.0,15.0,0.0,0.36,2.4,16.61,6.02,0.66,34470.71,5726.44,2298047460.0,2023-10-06,14:35:18
10440,NBM,2102.0,2102.0,2101.13,2102.0,2102.0,2102.0,3357.0,70.67,3.36,4.84,20.67,5.7,981490.51,47474.0,466931738.0,2023-10-06,14:35:18
10441,NBS,108.0,107.99,0.0,107.99,108.0,107.99,2052.0,3.3,3.06,6.01,16.63,8.47,314312.82,18905.0,2910573356.0,2023-10-06,14:35:18
10442,NICO,158.0,158.0,0.0,158.0,159.99,158.0,6.0,6.0,3.8,12.09,8.27,2.52,164800.49,19925.0,1043041096.0,2023-10-06,14:35:18
10443,NITL,402.0,402.0,402.0,415.03,402.0,402.0,11566.0,3.15,0.78,12.89,7.76,2.26,54270.0,6993.54,135000000.0,2023-10-06,14:35:18
10444,OMU,,,,,1050.0,1050.0,0.0,43.73,4.16,8.4,11.91,1.3,14171.53,1190.04,13496693.0,2023-10-06,14:35:18
10445,PCL,2500.0,2500.0,2200.0,2500.0,2500.0,2500.0,1.0,36.0,1.44,4.53,22.07,1.41,300639.55,13624.0,120255820.0,2023-10-06,14:35:18
10446,STANDARD,3000.01,3000.0,3000.0,0.0,2900.2,3000.01,4694.0,85.23,2.84,5.57,17.96,4.76,704006.83,39202.0,234668162.0,2023-10-06,14:35:18
10447,SUNBIRD,,,191.04,0.0,191.03,191.03,0.0,2.0,1.05,6.1,16.38,1.63,49970.12,3050.5,261582580.0,2023-10-06,14:35:18
10448,TNM,29.84,29.84,25.5,29.84,29.84,29.84,30840.0,0.0,0.0,-0.59,-170.23,6.44,299607.03,-1760.0,10040450000.0,2023-10-06,14:35:18
10449,AIRTEL,99.99,99.99,0.0,99.99,99.99,99.99,6399.0,2.5,2.5,3.36,29.79,29.09,1099890.0,36925.31,11000000000.0,2023-10-09,14:37:46
10450,BHL,,,0.0,10.06,10.06,10.06,0.0,0.0,0.0,-1.61,-62.16,1.24,8447.89,-135.91,839750705.0,2023-10-09,14:37:46
10451,FDHB,68.99,68.99,0.0,68.99,69.0,68.99,7719.0,2.19,3.17,4.82,20.76,11.38,476102.15,22931.78,6901031250.0,2023-10-09,14:37:46
10452,FMBCH,330.0,330.0,0.0,330.0,330.0,330.0,126091.0,5.03,1.52,4.63,21.59,6.18,811222.5,37581.97,2458250000.0,2023-10-09,14:37:46
10453,ICON,,,0.0,18.0,18.0,18.0,0.0,0.25,1.39,13.89,7.2,1.17,120240.0,16706.11,6680000000.0,2023-10-09,14:37:46
10454,ILLOVO,1121.44,1121.43,1000.0,1121.43,1121.44,1121.44,8911.0,21.0,1.87,3.33,30.04,7.93,800085.08,26630.0,713444391.0,2023-10-09,14:37:46
10455,MPICO,,,15.0,0.0,15.0,15.0,0.0,0.36,2.4,16.61,6.02,0.66,34470.71,5726.44,2298047460.0,2023-10-09,14:37:46
10456,NBM,2102.0,2101.13,2101.13,2102.0,2102.0,2101.94,23544.0,70.67,3.36,4.84,20.67,5.7,981462.5,47474.0,466931738.0,2023-10-09,14:37:46
10457,NBS,107.99,107.99,0.0,107.99,107.99,107.99,29385.0,3.3,3.06,6.01,16.63,8.47,314312.82,18905.0,2910573356.0,2023-10-09,14:37:46
10458,NICO,158.0,157.99,0.0,158.0,158.0,157.99,8850.0,6.0,3.8,12.09,8.27,2.52,164790.06,19925.0,1043041096.0,2023-10-09,14:37:46
10459,NITL,402.0,402.0,402.0,415.03,402.0,402.0,1490.0,3.15,0.78,12.89,7.76,2.26,54270.0,6993.54,135000000.0,2023-10-09,14:37:46
10460,OMU,,,,,1050.0,1050.0,0.0,43.73,4.16,8.4,11.91,1.3,14171.53,1190.04,13496693.0,2023-10-09,14:37:46
10461,PCL,,,2200.0,2500.0,2500.0,2500.0,0.0,36.0,1.44,4.53,22.07,1.41,300639.55,13624.0,120255820.0,2023-10-09,14:37:46
10462,STANDARD,,,3000.01,0.0,3000.01,3000.01,0.0,85.23,2.84,5.57,17.96,4.76,704006.83,39202.0,234668162.0,2023-10-09,14:37:46
10463,SUNBIRD,,,191.04,0.0,191.03,191.03,0.0,2.0,1.05,6.1,16.38,1.63,49970.12,3050.5,261582580.0,2023-10-09,14:37:46
10464,TNM,29.83,29.83,25.5,29.82,29.84,29.83,89.0,0.0,0.0,-0.59,-170.17,6.44,299506.62,-1760.0,10040450000.0,2023-10-09,14:37:46
10465,AIRTEL,99.99,99.99,0.0,99.99,99.99,99.99,16033.0,2.5,2.5,3.36,29.79,29.09,1099890.0,36925.31,11000000000.0,2023-10-10,14:45:56
10466,BHL,,,0.0,10.06,10.06,10.06,0.0,0.0,0.0,-1.61,-62.16,1.24,8447.89,-135.91,839750705.0,2023-10-10,14:45:56
10467,FDHB,68.0,67.0,0.0,67.0,68.99,67.98,99215.0,2.19,3.22,4.89,20.46,11.21,469132.1,22931.78,6901031250.0,2023-10-10,14:45:56
10468,FMBCH,330.0,330.0,300.0,330.0,330.0,330.0,43384.0,5.03,1.52,4.63,21.59,6.18,811222.5,37581.97,2458250000.0,2023-10-10,14:45:56
10469,ICON,18.0,18.0,0.0,18.0,18.0,18.0,648.0,0.25,1.39,13.89,7.2,1.17,120240.0,16706.11,6680000000.0,2023-10-10,14:45:56
10470,ILLOVO,,,1000.0,1121.43,1121.44,1121.44,0.0,21.0,1.87,3.33,30.04,7.93,800085.08,26630.0,713444391.0,2023-10-10,14:45:56
10471,MPICO,,,15.0,0.0,15.0,15.0,0.0,0.36,2.4,16.61,6.02,0.66,34470.71,5726.44,2298047460.0,2023-10-10,14:45:56
10472,NBM,2102.0,2101.12,2101.12,2101.15,2101.94,2101.58,1779.0,70.67,3.36,4.84,20.67,5.7,981294.4,47474.0,466931738.0,2023-10-10,14:45:56
10473,NBS,107.99,107.99,0.0,107.99,107.99,107.99,14492.0,3.3,3.06,6.01,16.63,8.47,314312.82,18905.0,2910573356.0,2023-10-10,14:45:56
10474,NICO,158.0,158.0,0.0,158.0,157.99,158.0,283.0,6.0,3.8,12.09,8.27,2.52,164800.49,19925.0,1043041096.0,2023-10-10,14:45:56
10475,NITL,,,402.0,415.03,402.0,402.0,0.0,3.15,0.78,12.89,7.76,2.26,54270.0,6993.54,135000000.0,2023-10-10,14:45:56
10476,OMU,,,,,1050.0,1050.0,0.0,43.73,4.16,8.4,11.91,1.3,14171.53,1190.04,13496693.0,2023-10-10,14:45:56
10477,PCL,,,2200.0,2500.0,2500.0,2500.0,0.0,36.0,1.44,4.53,22.07,1.41,300639.55,13624.0,120255820.0,2023-10-10,14:45:56
10478,STANDARD,3000.02,3000.02,3000.02,0.0,3000.01,3000.02,1000.0,85.23,2.84,5.57,17.96,4.76,704009.18,39202.0,234668162.0,2023-10-10,14:45:56
10479,SUNBIRD,,,191.04,0.0,191.03,191.03,0.0,2.0,1.05,6.1,16.38,1.63,49970.12,3050.5,261582580.0,2023-10-10,14:45:56
10480,TNM,29.81,29.81,25.5,29.81,29.83,29.81,3960.0,0.0,0.0,-0.59,-170.06,6.43,299305.81,-1760.0,10040450000.0,2023-10-10,14:45:56
10481,AIRTEL,99.95,99.95,0.0,99.95,99.99,99.95,16899.0,2.5,2.5,3.36,29.77,29.08,1099450.0,36925.31,11000000000.0,2023-10-11,14:35:27
10482,BHL,,,0.0,10.06,10.06,10.06,0.0,0.0,0.0,-1.61,-62.16,1.24,8447.89,-135.91,839750705.0,2023-10-11,14:35:27
10483,FDHB,70.0,67.0,69.0,70.0,67.98,67.42,140342.0,2.19,3.25,4.93,20.29,11.12,465267.53,22931.78,6901031250.0,2023-10-11,14:35:27
10484,FMBCH,330.0,330.0,300.0,330.0,330.0,330.0,5205.0,5.03,1.52,4.63,21.59,6.18,811222.5,37581.97,2458250000.0,2023-10-11,14:35:27
10485,ICON,18.0,18.0,0.0,18.0,18.0,18.0,1312.0,0.25,1.39,13.89,7.2,1.17,120240.0,16706.11,6680000000.0,2023-10-11,14:35:27
10486,ILLOVO,1121.43,1121.42,1000.0,1121.43,1121.44,1121.43,5098.0,21.0,1.87,3.33,30.04,7.93,800077.94,26630.0,713444391.0,2023-10-11,14:35:27
10487,MPICO,,,15.0,0.0,15.0,15.0,0.0,0.36,2.4,16.61,6.02,0.66,34470.71,5726.44,2298047460.0,2023-10-11,14:35:27
10488,NBM,2101.16,2101.15,2101.12,2101.16,2101.58,2101.16,1565.0,70.67,3.36,4.84,20.67,5.7,981098.29,47474.0,466931738.0,2023-10-11,14:35:27
10489,NBS,107.99,107.99,0.0,107.99,107.99,107.99,4220.0,3.3,3.06,6.01,16.63,8.47,314312.82,18905.0,2910573356.0,2023-10-11,14:35:27
10490,NICO,158.0,158.0,0.0,158.0,158.0,158.0,22388.0,6.0,3.8,12.09,8.27,2.52,164800.49,19925.0,1043041096.0,2023-10-11,14:35:27
10491,NITL,402.0,402.0,0.0,402.0,402.0,402.0,10547.0,3.15,0.78,12.89,7.76,2.26,54270.0,6993.54,135000000.0,2023-10-11,14:35:27
10492,OMU,,,,,1050.0,1050.0,0.0,43.73,4.16,8.4,11.91,1.3,14171.53,1190.04,13496693.0,2023-10-11,14:35:27
10493,PCL,,,2200.0,2500.0,2500.0,2500.0,0.0,36.0,1.44,4.53,22.07,1.41,300639.55,13624.0,120255820.0,2023-10-11,14:35:27
10494,STANDARD,,,3000.02,0.0,3000.02,3000.02,0.0,85.23,2.84,5.57,17.96,4.76,704009.18,39202.0,234668162.0,2023-10-11,14:35:27
10495,SUNBIRD,,,191.04,0.0,191.03,191.03,0.0,2.0,1.05,6.1,16.38,1.63,49970.12,3050.5,261582580.0,2023-10-11,14:35:27
10496,TNM,29.82,29.81,29.81,29.82,29.81,29.81,50363.0,0.0,0.0,-0.59,-170.06,6.43,299305.81,-1760.0,10040450000.0,2023-10-11,14:35:27
10497,AIRTEL,99.93,99.92,0.0,99.93,99.95,99.92,10300.0,2.5,2.5,3.36,29.77,29.07,1099120.0,36925.31,11000000000.0,2023-10-12,14:37:49
10498,BHL,10.06,10.06,0.0,0.0,10.06,10.06,1879960.0,0.0,0.0,-1.61,-62.16,1.24,8447.89,-135.91,839750705.0,2023-10-12,14:37:49
10499,FDHB,67.42,66.99,0.0,67.0,67.42,67.27,26646.0,2.19,3.26,4.94,20.24,11.09,464232.37,22931.78,6901031250.0,2023-10-12,14:37:49
10500,FMBCH,330.0,330.0,330.0,0.0,330.0,330.0,21546.0,5.03,1.52,4.63,21.59,6.18,811222.5,37581.97,2458250000.0,2023-10-12,14:37:49
10501,ICON,18.0,18.0,0.0,18.0,18.0,18.0,15200.0,0.25,1.39,13.89,7.2,1.17,120240.0,16706.11,6680000000.0,2023-10-12,14:37:49
10502,ILLOVO,1121.43,1121.43,1000.0,1121.43,1121.43,1121.43,2031.0,21.0,1.87,3.33,30.04,7.93,800077.94,26630.0,713444391.0,2023-10-12,14:37:49
10503,MPICO,15.0,15.0,15.0,0.0,15.0,15.0,9755.0,0.36,2.4,16.61,6.02,0.66,34470.71,5726.44,2298047460.0,2023-10-12,14:37:49
10504,NBM,2101.16,2101.16,2101.12,2101.16,2101.16,2101.16,273.0,70.67,3.36,4.84,20.67,5.7,981098.29,47474.0,466931738.0,2023-10-12,14:37:49
10505,NBS,107.99,107.98,0.0,107.98,107.99,107.98,82508.0,3.3,3.06,6.02,16.62,8.47,314283.71,18905.0,2910573356.0,2023-10-12,14:37:49
10506,NICO,157.99,157.99,0.0,157.99,158.0,157.99,6870.0,6.0,3.8,12.09,8.27,2.52,164790.06,19925.0,1043041096.0,2023-10-12,14:37:49
10507,NITL,402.0,402.0,0.0,402.0,402.0,402.0,2000.0,3.15,0.78,12.89,7.76,2.26,54270.0,6993.54,135000000.0,2023-10-12,14:37:49
10508,OMU,,,,,1050.0,1050.0,0.0,43.73,4.16,8.4,11.91,1.3,14171.53,1190.04,13496693.0,2023-10-12,14:37:49
10509,PCL,,,2200.0,2500.0,2500.0,2500.0,0.0,36.0,1.44,4.53,22.07,1.41,300639.55,13624.0,120255820.0,2023-10-12,14:37:49
10510,STANDARD,,,3000.02,0.0,3000.02,3000.02,0.0,85.23,2.84,5.57,17.96,4.76,704009.18,39202.0,234668162.0,2023-10-12,14:37:49
10511,SUNBIRD,191.05,191.05,191.05,0.0,191.03,191.05,700.0,2.0,1.05,6.1,16.38,1.63,49975.35,3050.5,261582580.0,2023-10-12,14:37:49
10512,TNM,29.8,29.8,25.5,29.8,29.81,29.8,2405.0,0.0,0.0,-0.59,-170.0,6.43,299205.41,-1760.0,10040450000.0,2023-10-12,14:37:49
10513,AIRTEL,99.93,99.92,0.0,99.92,99.92,99.93,12051.0,2.5,2.5,3.36,29.77,29.08,1099230.0,36925.31,11000000000.0,2023-10-13,14:34:37
10514,BHL,,,,,10.06,10.06,0.0,0.0,0.0,-1.61,-62.16,1.24,8447.89,-135.91,839750705.0,2023-10-13,14:34:37
10515,FDHB,67.0,66.99,0.0,66.99,67.27,66.99,17429.0,2.19,3.27,4.96,20.16,11.05,462300.08,22931.78,6901031250.0,2023-10-13,14:34:37
10516,FMBCH,330.0,330.0,300.0,330.0,330.0,330.0,34118.0,5.03,1.52,4.63,21.59,6.18,811222.5,37581.97,2458250000.0,2023-10-13,14:34:37
10517,ICON,18.0,18.0,0.0,18.0,18.0,18.0,2711.0,0.25,1.39,13.89,7.2,1.17,120240.0,16706.11,6680000000.0,2023-10-13,14:34:37
10518,ILLOVO,1121.43,1121.43,1000.0,1121.43,1121.43,1121.43,44.0,21.0,1.87,3.33,30.04,7.93,800077.94,26630.0,713444391.0,2023-10-13,14:34:37
10519,MPICO,,,15.0,0.0,15.0,15.0,0.0,0.36,2.4,16.61,6.02,0.66,34470.71,5726.44,2298047460.0,2023-10-13,14:34:37
10520,NBM,2101.16,2101.16,2101.12,2101.16,2101.16,2101.16,873.0,70.67,3.36,4.84,20.67,5.7,981098.29,47474.0,466931738.0,2023-10-13,14:34:37
10521,NBS,,,0.0,107.98,107.98,107.98,0.0,3.3,3.06,6.02,16.62,8.47,314283.71,18905.0,2910573356.0,2023-10-13,14:34:37
10522,NICO,157.79,157.79,0.0,157.0,157.99,157.79,10000.0,6.0,3.8,12.11,8.26,2.51,164581.45,19925.0,1043041096.0,2023-10-13,14:34:37
10523,NITL,402.0,402.0,402.0,415.0,402.0,402.0,1653.0,3.15,0.78,12.89,7.76,2.26,54270.0,6993.54,135000000.0,2023-10-13,14:34:37
10524,OMU,,,1050.0,0.0,1050.0,1050.0,0.0,43.73,4.16,8.4,11.91,1.3,14171.53,1190.04,13496693.0,2023-10-13,14:34:37
10525,PCL,,,2200.0,2500.0,2500.0,2500.0,0.0,36.0,1.44,4.53,22.07,1.41,300639.55,13624.0,120255820.0,2023-10-13,14:34:37
10526,STANDARD,,,3000.02,0.0,3000.02,3000.02,0.0,85.23,2.84,5.57,17.96,4.76,704009.18,39202.0,234668162.0,2023-10-13,14:34:37
10527,SUNBIRD,,,191.05,0.0,191.05,191.05,0.0,2.0,1.05,6.1,16.38,1.63,49975.35,3050.5,261582580.0,2023-10-13,14:34:37
10528,TNM,,,25.5,29.8,29.8,29.8,0.0,0.0,0.0,-0.59,-170.0,6.43,299205.41,-1760.0,10040450000.0,2023-10-13,14:34:37
10529,AIRTEL,99.91,99.91,0.0,99.91,99.93,99.91,35383.0,2.5,2.5,3.36,29.76,29.07,1099010.0,36925.31,11000000000.0,2023-10-17,14:34:37
10530,BHL,,,,,10.06,10.06,0.0,0.0,0.0,-1.61,-62.16,1.24,8447.89,-135.91,839750705.0,2023-10-17,14:34:37
10531,FDHB,66.99,66.99,0.0,66.99,66.99,66.99,55556.0,2.19,3.27,4.96,20.16,11.05,462300.08,22931.78,6901031250.0,2023-10-17,14:34:37
10532,FMBCH,,,300.0,330.0,330.0,330.0,0.0,5.03,1.52,4.63,21.59,6.18,811222.5,37581.97,2458250000.0,2023-10-17,14:34:37
10533,ICON,,,0.0,18.0,18.0,18.0,0.0,0.25,1.39,13.89,7.2,1.17,120240.0,16706.11,6680000000.0,2023-10-17,14:34:37
10534,ILLOVO,1121.43,1121.43,1000.0,1121.43,1121.43,1121.43,1843.0,21.0,1.87,3.33,30.04,7.93,800077.94,26630.0,713444391.0,2023-10-17,14:34:37
10535,MPICO,15.0,15.0,15.0,0.0,15.0,15.0,5000.0,0.36,2.4,16.61,6.02,0.66,34470.71,5726.44,2298047460.0,2023-10-17,14:34:37
10536,NBM,,,2101.12,2101.16,2101.16,2101.16,0.0,70.67,3.36,4.84,20.67,5.7,981098.29,47474.0,466931738.0,2023-10-17,14:34:37
10537,NBS,107.97,107.97,0.0,107.97,107.98,107.97,6200.0,3.3,3.06,6.02,16.62,8.47,314254.61,18905.0,2910573356.0,2023-10-17,14:34:37
10538,NICO,156.99,156.99,0.0,156.99,157.79,156.99,3898.0,6.0,3.82,12.17,8.22,2.5,163747.02,19925.0,1043041096.0,2023-10-17,14:34:37
10539,NITL,,,402.0,415.0,402.0,402.0,0.0,3.15,0.78,12.89,7.76,2.26,54270.0,6993.54,135000000.0,2023-10-17,14:34:37
10540,OMU,1050.0,1050.0,1050.0,0.0,1050.0,1050.0,18104.0,43.73,4.16,8.4,11.91,1.3,14171.53,1190.04,13496693.0,2023-10-17,14:34:37
10541,PCL,2500.0,2500.0,2200.0,2500.0,2500.0,2500.0,791.0,36.0,1.44,4.53,22.07,1.41,300639.55,13624.0,120255820.0,2023-10-17,14:34:37
10542,STANDARD,,,3000.02,0.0,3000.02,3000.02,0.0,85.23,2.84,5.57,17.96,4.76,704009.18,39202.0,234668162.0,2023-10-17,14:34:37
10543,SUNBIRD,,,191.05,0.0,191.05,191.05,0.0,2.0,1.05,6.1,16.38,1.63,49975.35,3050.5,261582580.0,2023-10-17,14:34:37
10544,TNM,29.8,29.8,25.5,29.8,29.8,29.8,1968.0,0.0,0.0,-0.59,-170.0,6.43,299205.41,-1760.0,10040450000.0,2023-10-17,14:34:37
10545,AIRTEL,99.91,99.91,0.0,99.91,99.91,99.91,11969.0,2.5,2.5,3.36,29.76,29.07,1099010.0,36925.31,11000000000.0,2023-10-18,14:34:40
10546,BHL,,,,,10.06,10.06,0.0,0.0,0.0,-1.61,-62.16,1.24,8447.89,-135.91,839750705.0,2023-10-18,14:34:40
10547,FDHB,70.0,66.99,0.0,70.0,66.99,69.53,1384344.0,2.19,3.15,4.78,20.92,11.47,479828.7,22931.78,6901031250.0,2023-10-18,14:34:40
10548,FMBCH,330.0,330.0,300.0,330.0,330.0,330.0,987.0,5.03,1.52,4.63,21.59,6.18,811222.5,37581.97,2458250000.0,2023-10-18,14:34:40
10549,ICON,,,0.0,18.0,18.0,18.0,0.0,0.25,1.39,13.89,7.2,1.17,120240.0,16706.11,6680000000.0,2023-10-18,14:34:40
10550,ILLOVO,1121.43,1121.43,0.0,1121.43,1121.43,1121.43,1000.0,21.0,1.87,3.33,30.04,7.93,800077.94,26630.0,713444391.0,2023-10-18,14:34:40
10551,MPICO,15.01,15.0,15.0,0.0,15.0,15.0,120000.0,0.36,2.4,16.61,6.02,0.66,34470.71,5726.44,2298047460.0,2023-10-18,14:34:40
10552,NBM,2101.16,2101.16,2101.12,2101.16,2101.16,2101.16,30470.0,70.67,3.36,4.84,20.67,5.7,981098.29,47474.0,466931738.0,2023-10-18,14:34:40
10553,NBS,107.97,107.96,0.0,107.97,107.97,107.97,31881.0,3.3,3.06,6.02,16.62,8.47,314254.61,18905.0,2910573356.0,2023-10-18,14:34:40
10554,NICO,156.99,156.99,0.0,156.99,156.99,156.99,11200.0,6.0,3.82,12.17,8.22,2.5,163747.02,19925.0,1043041096.0,2023-10-18,14:34:40
10555,NITL,,,402.0,415.0,402.0,402.0,0.0,3.15,0.78,12.89,7.76,2.26,54270.0,6993.54,135000000.0,2023-10-18,14:34:40
10556,OMU,,,1050.0,0.0,1050.0,1050.0,0.0,43.73,4.16,8.4,11.91,1.3,14171.53,1190.04,13496693.0,2023-10-18,14:34:40
10557,PCL,,,2200.0,2500.0,2500.0,2500.0,0.0,36.0,1.44,4.53,22.07,1.41,300639.55,13624.0,120255820.0,2023-10-18,14:34:40
10558,STANDARD,,,3000.02,0.0,3000.02,3000.02,0.0,85.23,2.84,5.57,17.96,4.76,704009.18,39202.0,234668162.0,2023-10-18,14:34:40
10559,SUNBIRD,,,191.05,0.0,191.05,191.05,0.0,2.0,1.05,6.1,16.38,1.63,49975.35,3050.5,261582580.0,2023-10-18,14:34:40
10560,TNM,29.79,29.79,25.5,29.79,29.8,29.79,10038.0,0.0,0.0,-0.59,-169.95,6.43,299105.01,-1760.0,10040450000.0,2023-10-18,14:34:40
10561,AIRTEL,99.9,99.9,0.0,99.89,99.91,99.9,29342.0,2.5,2.5,3.36,29.76,29.07,1098900.0,36925.31,11000000000.0,2023-10-20,14:36:21
10562,BHL,,,,,10.06,10.06,0.0,0.0,0.0,-1.61,-62.16,1.24,8447.89,-135.91,839750705.0,2023-10-20,14:36:21
10563,FDHB,68.96,68.96,68.0,68.96,68.96,68.96,40214.0,2.19,3.18,4.82,20.75,11.37,475895.12,22931.78,6901031250.0,2023-10-20,14:36:21
10564,FMBCH,300.0,300.0,270.0,300.0,300.0,300.0,42170.0,5.03,1.68,5.1,19.62,5.62,737475.0,37581.97,2458250000.0,2023-10-20,14:36:21
10565,ICON,18.0,17.99,0.0,17.99,18.0,17.99,51083.0,0.25,1.39,13.9,7.19,1.16,120173.2,16706.11,6680000000.0,2023-10-20,14:36:21
10566,ILLOVO,1121.43,1121.43,0.0,1121.43,1121.43,1121.43,905.0,21.0,1.87,3.33,30.04,7.93,800077.94,26630.0,713444391.0,2023-10-20,14:36:21
10567,MPICO,15.0,15.0,15.0,0.0,15.0,15.0,154287.0,0.36,2.4,16.61,6.02,0.66,34470.71,5726.44,2298047460.0,2023-10-20,14:36:21
